Gene,Importance
TNFAIP1 (7126),0.0
SLC16A6 (9120),0.0
PPY (5539),0.0
RGMB (285704),0.0
TRMT10C (54931),0.0
DDX23 (9416),0.0
COL1A1 (1277),0.0
GOSR2 (9570),0.0
GLIS1 (148979),0.0
P2RX1 (5023),0.0
RALGAPA1 (253959),0.0
BBS1 (582),0.0
SLCO2A1 (6578),0.0
ODAPH (152816),0.0
YIF1A (10897),0.0
SEZ6L2 (26470),0.0
TRIM37 (4591),0.0
WNT3 (7473),0.0
TBC1D12 (23232),0.0
PACS1 (55690),0.0
CUL2 (8453),0.0
TP53I11 (9537),0.0
ZNF519 (162655),0.0
BANF1 (8815),0.0
CCDC6 (8030),0.0
RHEB (6009),0.0
ANKMY2 (57037),0.0
PGBD5 (79605),0.0
SFRP4 (6424),0.0
LYL1 (4066),0.0
ZNF48 (197407),0.0
PPP1R13L (10848),0.0
KCNN4 (3783),0.0
SH2D4A (63898),0.0
UBE2W (55284),0.0
INTS9 (55756),0.0
TJP1 (7082),0.0
OCA2 (4948),0.0
SYT17 (51760),0.0
CDIPT (10423),0.0
KCTD2 (23510),0.0
OXTR (5021),0.0
GPR137C (283554),0.0
PRSS33 (260429),0.0
SLC26A11 (284129),0.0
RGS1 (5996),0.0
OR5AK2 (390181),0.0
CRISPLD2 (83716),0.0
HCFC1R1 (54985),0.0
GPR135 (64582),0.0
TSNAXIP1 (55815),0.0
CORO1A (11151),0.0
GPR3 (2827),0.0
FLT1 (2321),0.0
ACP5 (54),0.0
CHST15 (51363),0.0
POP4 (10775),0.0
PDCD5 (9141),0.0
PDXDC1 (23042),0.0
GAPDHS (26330),0.0
FLII (2314),0.0
PTPRZ1 (5803),0.0
PLEKHA8 (84725),0.0
RIC8A (60626),0.0
IQCE (23288),0.0
PPP1R42 (286187),0.0
MET (4233),0.0
ZNF454 (285676),0.0
CAV1 (857),0.0
H2AZ2 (94239),0.0
BET1 (10282),0.0
TFPI2 (7980),0.0
KLF1 (10661),0.0
GIPC3 (126326),0.0
SAMD4B (55095),0.0
MAGED1 (9500),0.0
RABAC1 (10567),0.0
NSUN7 (79730),0.0
NOP53 (29997),0.0
SIGLEC8 (27181),0.0
POLR2I (5438),0.0
TBCB (1155),0.0
FCER1A (2205),0.0
AKT2 (208),0.0
MRGPRX4 (117196),0.0
AKAP5 (9495),0.0
GLG1 (2734),0.0
SERPINA3 (12),0.0
CMTM1 (113540),0.0
TMEM167B (56900),0.0
IGSF23 (147710),0.0
CCDC7 (79741),0.0
MAPK9 (5601),0.0
TRIM51G (120824),0.0
TNFRSF9 (3604),0.0
GOPC (57120),0.0
TRIM16 (10626),0.0
SLC12A8 (84561),0.0
ZNF630 (57232),0.0
KATNIP (23247),0.0
CPTP (80772),0.0
ATXN1L (342371),0.0
TMA7B (112268293),0.0
KIF4B (285643),0.0
C14orf132 (56967),0.0
PARG (8505),0.0
SCAMP4 (113178),0.0
C2orf92 (728537),0.0
NUTM2E (283008),0.0
YY2 (404281),0.0
PSG1 (5669),0.0
MCTS1 (28985),0.0
C16orf82 (162083),0.0
GPM6B (2824),0.0
APOC2 (344),0.0
LCP2 (3937),0.0
ZSCAN31 (64288),0.0
TTC34 (100287898),0.0
FASTKD5 (60493),0.0
DNAH5 (1767),0.0
KIF1B (23095),0.0
ROPN1 (54763),0.0
GLP2R (9340),0.0
TTC23L (153657),0.0
JPT2 (90861),0.0
HACD2 (201562),0.0
GPX3 (2878),0.0
PKN2 (5586),0.0
GNAI3 (2773),0.0
ST3GAL6 (10402),0.0
CGB8 (94115),0.0
TSPAN32 (10077),0.0
DYNLT2B (255758),0.0
MON2 (23041),0.0
NCKAP1 (10787),0.0
PRDM6 (93166),0.0
LEPROT (54741),0.0
GPSM3 (63940),0.0
S1PR3 (1903),0.0
PPP1R12A (4659),0.0
ATG5 (9474),0.0
HBG1 (3047),0.0
RC3H2 (54542),0.0
TAB2 (23118),0.0
FAM168A (23201),0.0
STARD10 (10809),0.0
MS4A4E (643680),0.0
ARHGEF28 (64283),0.0
PHLPP2 (23035),0.0
TRIO (7204),0.0
SLC24A5 (283652),0.0
SIGLEC12 (89858),0.0
PIGQ (9091),0.0
CYP2A6 (1548),0.0
DENND11 (57189),0.0
LSM14A (26065),0.0
TSR3 (115939),0.0
MGAM2 (93432),0.0
ARSD (414),0.0
PAF1 (54623),0.0
LY6L (101928108),0.0
MIA (8190),0.0
CCNQ (92002),0.0
RNF115 (27246),0.0
APOC4 (346),0.0
LIN37 (55957),0.0
TMEM185A (84548),0.0
NBPF10 (100132406),0.0
CACNA1G (8913),0.0
CFAP206 (154313),0.0
NBPF26 (101060684),0.0
CASTOR2 (729438),0.0
TBC1D3B (414059),0.0
ZNF2 (7549),0.0
ABCB4 (5244),0.0
H2BC3 (3018),0.0
ARF5 (381),0.0
EXOC3L2 (90332),0.0
OOSP4A (112577462),0.0
OOSP4B (107987155),0.0
SIGLEC14 (100049587),0.0
SLC18A1 (6570),0.0
ZNF260 (339324),0.0
DAPK2 (23604),0.0
WBP1 (23559),0.0
GET4 (51608),0.0
SMKR1 (100287482),0.0
PNMA2 (10687),0.0
CRCP (27297),0.0
FBXW10B (374286),0.0
MRPL33 (9553),0.0
EFNA4 (1945),0.0
B4GALT7 (11285),0.0
CFB (629),0.0
ZNF487 (642819),0.0
DNAAF10 (116143),0.0
ZNF839 (55778),0.0
TMEM225B (100289187),0.0
ETV5 (2119),0.0
ZRANB1 (54764),0.0
NUDCD3 (23386),0.0
FCGR2C (9103),0.0
PTCHD4 (442213),0.0
ZNF585B (92285),0.0
XYLT2 (64132),0.0
ZMYND11 (10771),0.0
DNAH10OS (642797),0.0
ZNF718 (255403),0.0
TYROBP (7305),0.0
MGST1 (4257),0.0
MYLK (4638),0.0
INSYN1 (388135),0.0
PSENEN (55851),0.0
TLE1 (7088),0.0
ZNF239 (8187),0.0
COL19A1 (1310),0.0
IL12RB2 (3595),0.0
IFT25 (51668),0.0
SRGAP1 (57522),0.0
LRP2 (4036),0.0
MEF2C (4208),0.0
MAGI3 (260425),0.0
KIAA1671 (85379),0.0
SESN1 (27244),0.0
RDH8 (50700),0.0
TPSB2 (64499),0.0
KANK2 (25959),0.0
CEACAM1 (634),0.0
SLC22A5 (6584),0.0
SAR1A (56681),0.0
GNB1 (2782),0.0
FGFR1 (2260),0.0
TYR (7299),0.0
USP33 (23032),0.0
ZNF181 (339318),0.0
GTF3C1 (2975),0.0
CYRIA (81553),0.0
DGKD (8527),0.0
SPG7 (6687),0.0
ZNF823 (55552),0.0
GPATCH1 (55094),0.0
TRPM3 (80036),0.0
RRAGB (10325),0.0
ACCSL (390110),0.0
ZMPSTE24 (10269),0.0
IER5L (389792),0.0
RBBP9 (10741),0.0
LZTS3 (9762),0.0
ZDHHC9 (51114),0.0
TMEM120B (144404),0.0
MTF1 (4520),0.0
PPP1R13B (23368),0.0
FBF1 (85302),0.0
INSYN2A (642938),0.0
AAMDC (28971),0.0
FAM111B (374393),0.0
SEPHS1 (22929),0.0
ZNF33A (7581),0.0
KIAA0408 (9729),0.0
ZNF724 (440519),0.0
WFS1 (7466),0.0
ZNF250 (58500),0.0
EIF2AK1 (27102),0.0
HRCT1 (646962),0.0
ZNF565 (147929),0.0
ATG16L1 (55054),0.0
TSC22D2 (9819),0.0
SLC6A9 (6536),0.0
HBG2 (3048),0.0
SLC30A10 (55532),0.0
FAM180B (399888),0.0
TRPV1 (7442),0.0
VPS13A (23230),0.0
MBP (4155),0.0
CACNG4 (27092),0.0
FOSL2 (2355),0.0
KIFBP (26128),0.0
CR1 (1378),0.0
FANK1 (92565),0.0
GDI1 (2664),0.0
BCL3 (602),0.0
FOXO6 (100132074),0.0
VPS35 (55737),0.0
TRAF3IP1 (26146),0.0
RUFY2 (55680),0.0
PITX1 (5307),0.0
ZDHHC18 (84243),0.0
CXorf65 (158830),0.0
NPY4R (5540),0.0
GPRIN2 (9721),0.0
SYT15 (83849),0.0
TCEA3 (6920),0.0
LAPTM4A (9741),0.0
TFE3 (7030),0.0
OTUD5 (55593),0.0
TP53BP1 (7158),0.0
GOLGA5 (9950),0.0
SPI1 (6688),0.0
ATXN2 (6311),0.0
CD84 (8832),0.0
NGEF (25791),0.0
ZMYND12 (84217),0.0
CDK13 (8621),0.0
PFN2 (5217),0.0
FICD (11153),0.0
CLTCL1 (8218),0.0
TXNRD1 (7296),0.0
VPS9D1 (9605),0.0
ARHGEF10L (55160),0.0
ZNF248 (57209),0.0
ZNF532 (55205),0.0
MAN1A2 (10905),0.0
ZNF607 (84775),0.0
NUAK1 (9891),0.0
ZXDA (7789),0.0
FERMT2 (10979),0.0
FBXW11 (23291),0.0
HSD17B10 (3028),0.0
PALS1 (64398),0.0
ZNF568 (374900),0.0
SUCNR1 (56670),0.0
MAFK (7975),0.0
SPEG (10290),0.0
PLN (5350),0.0
TRIB2 (28951),0.0
TRIP13 (9319),0.0
PAPSS2 (9060),0.0
SLC9A6 (10479),0.0
CEP290 (80184),0.0
SNX13 (23161),0.0
PLXNB3 (5365),0.0
PTPN21 (11099),0.0
NDST1 (3340),0.0
CDR2L (30850),0.0
ARHGEF17 (9828),0.0
CSPG4 (1464),0.0
USP30 (84749),0.0
RABGEF1 (27342),0.0
RAB11FIP5 (26056),0.0
KRT7 (3855),0.0
FBXL18 (80028),0.0
GOLGA7B (401647),0.0
B4GALNT1 (2583),0.0
AMHR2 (269),0.0
GRAMD2B (65983),0.0
C16orf87 (388272),0.0
MOV10 (4343),0.0
ORC3 (23595),0.0
TMEM237 (65062),0.0
FBXO21 (23014),0.0
ADAMTSL3 (57188),0.0
C10orf90 (118611),0.0
TAOK3 (51347),0.0
APLNR (187),0.0
BTF3L4 (91408),0.0
SH3RF2 (153769),0.0
PHKG2 (5261),0.0
RERG (85004),0.0
YWHAQ (10971),0.0
NECAP2 (55707),0.0
NGF (4803),0.0
TRIM45 (80263),0.0
LCA5L (150082),0.0
CREB3L1 (90993),0.0
C9orf43 (257169),0.0
MAGED4 (728239),0.0
ENAH (55740),0.0
MEPE (56955),0.0
CD96 (10225),0.0
NADK2 (133686),0.0
KIAA0319 (9856),0.0
KLC4 (89953),0.0
HEMGN (55363),0.0
GARNL3 (84253),0.0
KIF12 (113220),0.0
TOR1B (27348),0.0
PTPRK (5796),0.0
MYO1G (64005),0.0
PLOD2 (5352),0.0
IL6 (3569),0.0
CLGN (1047),0.0
EDNRB (1910),0.0
LPCAT1 (79888),0.0
CCDC142 (84865),0.0
CKAP4 (10970),0.0
LURAP1L (286343),0.0
CFDP1 (10428),0.0
ZDHHC7 (55625),0.0
FBXO36 (130888),0.0
DDAH1 (23576),0.0
HTR2B (3357),0.0
ABI3BP (25890),0.0
CEP112 (201134),0.0
PAX3 (5077),0.0
ABCA6 (23460),0.0
ABCA10 (10349),0.0
UCHL1 (7345),0.0
NOTCH2 (4853),0.0
WNT2B (7482),0.0
ANKRD61 (100310846),0.0
ARPC1B (10095),0.0
C1orf159 (54991),0.0
CACFD1 (11094),0.0
PIERCE1 (138162),0.0
MRPS25 (64432),0.0
GJA9 (81025),0.0
TAOK1 (57551),0.0
CHMP1A (5119),0.0
UBA1 (7317),0.0
PLXNA3 (55558),0.0
ASS1 (445),0.0
PAK4 (10298),0.0
HBZ (3050),0.0
IQCN (80726),0.0
PLCD3 (113026),0.0
GSTM3 (2947),0.0
TAMALIN (160622),0.0
LEMD2 (221496),0.0
ZNF75A (7627),0.0
APOE (348),0.0
CNN1 (1264),0.0
STX5 (6811),0.0
RPL29 (6159),0.0
SH3BP4 (23677),0.0
REEP5 (7905),0.0
ZYG11B (79699),0.0
PARP2 (10038),0.0
AP1M2 (10053),0.0
RBP7 (116362),0.0
G6PD (2539),0.0
WDR44 (54521),0.0
HSF2BP (11077),0.0
RHPN2 (85415),0.0
TRIM63 (84676),0.0
PRXL2C (195827),0.0
TRPM1 (4308),0.0
LOXL2 (4017),0.0
MICAL2 (9645),0.0
CUL4B (8450),0.0
RHBDL2 (54933),0.0
CDC25C (995),0.0
CA1 (759),0.0
CPA2 (1358),0.0
TMEM254 (80195),0.0
PDZD2 (23037),0.0
FCER1G (2207),0.0
TPT1 (7178),0.0
TRPC4 (7223),0.0
SLC41A1 (254428),0.0
BHMT2 (23743),0.0
BCAN (63827),0.0
ANKEF1 (63926),0.0
HK2 (3099),0.0
MTSS2 (92154),0.0
MATN2 (4147),0.0
SERPINF1 (5176),0.0
CCDC107 (203260),0.0
ARHGAP35 (2909),0.0
ZBTB8A (653121),0.0
EMILIN2 (84034),0.0
CAPSL (133690),0.0
HMGA1 (3159),0.0
GLRB (2743),0.0
ZFHX3 (463),0.0
CLTC (1213),0.0
TENM2 (57451),0.0
RHBDL3 (162494),0.0
ZMAT2 (153527),0.0
GALNS (2588),0.0
HMGCLL1 (54511),0.0
NOL3 (8996),0.0
DYNLT1 (6993),0.0
GNA12 (2768),0.0
CDH11 (1009),0.0
PURB (5814),0.0
SSC4D (136853),0.0
DENND2A (27147),0.0
SH3GL3 (6457),0.0
GNAL (2774),0.0
SLC16A2 (6567),0.0
RLBP1 (6017),0.0
RAB41 (347517),0.0
CCDC120 (90060),0.0
TPM1 (7168),0.0
BCL2A1 (597),0.0
CETN2 (1069),0.0
CHRNA6 (8973),0.0
HDC (3067),0.0
NAA30 (122830),0.0
STAR (6770),0.0
NOVA1 (4857),0.0
NFIB (4781),0.0
RMND5B (64777),0.0
YIPF5 (81555),0.0
FGFBP2 (83888),0.0
PHLDB2 (90102),0.0
RABL2A (11159),0.0
SLC20A1 (6574),0.0
PLEKHA6 (22874),0.0
EPHX1 (2052),0.0
TMEFF2 (23671),0.0
KANSL1L (151050),0.0
WNT9A (7483),0.0
ITPKB (3707),0.0
CPNE9 (151835),0.0
RETREG2 (79137),0.0
ITGA9 (3680),0.0
RIT1 (6016),0.0
LRIG1 (26018),0.0
PLA1A (51365),0.0
OSMR (9180),0.0
AQP10 (89872),0.0
SLC39A1 (27173),0.0
OSBPL11 (114885),0.0
HHIPL2 (79802),0.0
SUSD4 (55061),0.0
PSMA5 (5686),0.0
CCN1 (3491),0.0
MAP3K6 (9064),0.0
RPL13A (23521),0.0
PSMB6 (5694),0.0
COL6A2 (1292),0.0
ERBB2 (2064),0.0
WDR45B (56270),0.0
UGCG (7357),0.0
SH3GLB2 (56904),0.0
CDH24 (64403),0.0
CYP1B1 (1545),0.0
BARD1 (580),0.0
PLCE1 (51196),0.0
RGS18 (64407),0.0
MTMR12 (54545),0.0
ATPSCKMT (134145),0.0
PIH1D2 (120379),0.0
CRIM1 (51232),0.0
CACNA2D4 (93589),0.0
THRB (7068),0.0
TMEM263 (90488),0.0
IPMK (253430),0.0
DLG5 (9231),0.0
ARL3 (403),0.0
TMEM18 (129787),0.0
ANKRD52 (283373),0.0
DNASE2B (58511),0.0
FNBP1L (54874),0.0
PLCB2 (5330),0.0
SMAD6 (4091),0.0
TDO2 (6999),0.0
GFRA1 (2674),0.0
LRRC49 (54839),0.0
BEND6 (221336),0.0
CCDC74B (91409),0.0
YAP1 (10413),0.0
PTPN14 (5784),0.0
SPOCK1 (6695),0.0
IL18BP (10068),0.0
ITGAV (3685),0.0
SPATA4 (132851),0.0
SPPL2A (84888),0.0
TRIM48 (79097),0.0
FAM171A1 (221061),0.0
CSAD (51380),0.0
ST8SIA6 (338596),0.0
PARD3 (56288),0.0
HERC4 (26091),0.0
NEDD1 (121441),0.0
ANKRD1 (27063),0.0
HTR7 (3363),0.0
TMEM19 (55266),0.0
LRIG3 (121227),0.0
RGS10 (6001),0.0
ZCRB1 (85437),0.0
TNKS1BP1 (85456),0.0
SLC43A1 (8501),0.0
CSTPP1 (79096),0.0
CELF1 (10658),0.0
C11orf52 (91894),0.0
P4HA3 (283208),0.0
MS4A3 (932),0.0
KIF21A (55605),0.0
PARVG (64098),0.0
TAGLN (6876),0.0
KIAA1755 (85449),0.0
SHROOM3 (57619),0.0
PDE5A (8654),0.0
TAOK2 (9344),0.0
FGF2 (2247),0.0
SLC44A2 (57153),0.0
DNAAF11 (23639),0.0
PEF1 (553115),0.0
PHF13 (148479),0.0
ZBTB5 (9925),0.0
RNF181 (51255),0.0
ID3 (3399),0.0
SPRY3 (10251),0.0
ECE1 (1889),0.0
IRS1 (3667),0.0
PARM1 (25849),0.0
FAM110B (90362),0.0
GPR89A (653519),0.0
AIRIM (54955),0.0
RAB3B (5865),0.0
ADPRS (54936),0.0
EFNA1 (1942),0.0
RALGPS2 (55103),0.0
AHCYL1 (10768),0.0
DHCR24 (1718),0.0
SDC2 (6383),0.0
PLEKHA3 (65977),0.0
GJB1 (2705),0.0
PRY (9081),0.0
PRY2 (442862),0.0
ZFPM2 (23414),0.0
MAP3K2 (10746),0.0
IL1R1 (3554),0.0
NLGN2 (57555),0.0
STAT1 (6772),0.0
ALCAM (214),0.0
ZNF778 (197320),0.0
DNAJC21 (134218),0.0
TMUB2 (79089),0.0
SYNC (81493),0.0
AXL (558),0.0
GOLM2 (113201),0.0
NNMT (4837),0.0
IFT43 (112752),0.0
ELFN2 (114794),0.0
SCG5 (6447),0.0
EPB42 (2038),0.0
ARMC2 (84071),0.0
CRK (1398),0.0
DCLRE1B (64858),0.0
SPATA33 (124045),0.0
CACNB3 (784),0.0
DNAI7 (55259),0.0
KMT2A (4297),0.0
DAPK3 (1613),0.0
B4GALT2 (8704),0.0
NXN (64359),0.0
DHDDS (79947),0.0
SLC35A3 (23443),0.0
ABCD3 (5825),0.0
ABCA3 (21),0.0
MROH9 (80133),0.0
SCARA3 (51435),0.0
ANKS3 (124401),0.0
VASN (114990),0.0
UBTD2 (92181),0.0
TMED5 (50999),0.0
SFTPC (6440),0.0
AKR1A1 (10327),0.0
SIK2 (23235),0.0
EFEMP1 (2202),0.0
LOXL3 (84695),0.0
WNT5B (81029),0.0
PAIP1 (10605),0.0
C5orf34 (375444),0.0
ZNF131 (7690),0.0
COPZ1 (22818),0.0
SPTLC3 (55304),0.0
ALG14 (199857),0.0
IL16 (3603),0.0
SH2B3 (10019),0.0
TCEAL1 (9338),0.0
FIBP (9158),0.0
PRR4 (11272),0.0
BANP (54971),0.0
WASHC2C (253725),0.0
NAA40 (79829),0.0
NRBP1 (29959),0.0
KIAA1549L (25758),0.0
HPSE2 (60495),0.0
NPHP1 (4867),0.0
ANAPC15 (25906),0.0
RELA (5970),0.0
ZNF680 (340252),0.0
TRIM3 (10612),0.0
HSPA6 (3310),0.0
MS4A6A (64231),0.0
RAPH1 (65059),0.0
SNX15 (29907),0.0
ZNF483 (158399),0.0
GPR137 (56834),0.0
USP5 (8078),0.0
MALT1 (10892),0.0
ST8SIA1 (6489),0.0
ORMDL3 (94103),0.0
LMAN2L (81562),0.0
CST1 (1469),0.0
GPRC5C (55890),0.0
NEK11 (79858),0.0
ACYP2 (98),0.0
PFKFB4 (5210),0.0
ZNF415 (55786),0.0
LRRC8E (80131),0.0
MFN1 (55669),0.0
RBKS (64080),0.0
MUC7 (4589),0.0
AMOTL2 (51421),0.0
TMEM37 (140738),0.0
ERGIC1 (57222),0.0
LIFR (3977),0.0
KRT27 (342574),0.0
ARRDC3 (57561),0.0
POLR3G (10622),0.0
PTCRA (171558),0.0
FAF2 (23197),0.0
TENT4A (11044),0.0
ENPP5 (59084),0.0
SIM1 (6492),0.0
RAB23 (51715),0.0
DSE (29940),0.0
SYNPO (11346),0.0
COL12A1 (1303),0.0
DNAL1 (83544),0.0
RRAD (6236),0.0
IQCD (115811),0.0
TPRA1 (131601),0.0
ADORA1 (134),0.0
FAM78A (286336),0.0
PRKCI (5584),0.0
DYNC2I1 (55112),0.0
RHOJ (57381),0.0
CDS1 (1040),0.0
WDFY3 (23001),0.0
SMIM14 (201895),0.0
APBB2 (323),0.0
AHDC1 (27245),0.0
SBDS (51119),0.0
SPDYA (245711),0.0
RRAS (6237),0.0
RBM42 (79171),0.0
IL1B (3553),0.0
RHO (6010),0.0
PRKCD (5580),0.0
MELTF (4241),0.0
CAPNS1 (826),0.0
PGRMC2 (10424),0.0
ZNF589 (51385),0.0
MFSD8 (256471),0.0
PITX2 (5308),0.0
SCRG1 (11341),0.0
MAP9 (79884),0.0
ZNF436 (80818),0.0
TRIP10 (9322),0.0
PAX8 (7849),0.0
SLC10A3 (8273),0.0
EDN2 (1907),0.0
DCST2 (127579),0.0
HIPK1 (204851),0.0
NHSL3 (57648),0.0
SCNN1D (6339),0.0
MEGF6 (1953),0.0
NEXN (91624),0.0
KIF1C (10749),0.0
PLD2 (5338),0.0
SHBG (6462),0.0
C1orf52 (148423),0.0
PALLD (23022),0.0
AGL (178),0.0
LOXL1 (4016),0.0
SLAMF9 (89886),0.0
RNF112 (7732),0.0
ADORA2A (135),0.0
KLHDC9 (126823),0.0
KDR (3791),0.0
SPATA17 (128153),0.0
SGCE (8910),0.0
GNG13 (51764),0.0
SANBR (84542),0.0
DPY30 (84661),0.0
CFAP221 (200373),0.0
INHBB (3625),0.0
HPGDS (27306),0.0
SLC35E1 (79939),0.0
LRRC61 (65999),0.0
NPPC (4880),0.0
ICE1 (23379),0.0
EDIL3 (10085),0.0
MAPK7 (5598),0.0
EPX (8288),0.0
RPL21 (6144),0.0
CLCC1 (23155),0.0
TMIGD3 (57413),0.0
ZSCAN18 (65982),0.0
TMEM63C (57156),0.0
CEP89 (84902),0.0
SOHLH1 (402381),0.0
CLEC1B (51266),0.0
GFI1B (8328),0.0
TENT4B (64282),0.0
JCAD (57608),0.0
TBX2 (6909),0.0
CCDC186 (55088),0.0
ANKRD2 (26287),0.0
TRIM51 (84767),0.0
SLC39A13 (91252),0.0
NELL1 (4745),0.0
NPPB (4879),0.0
CMTM5 (116173),0.0
ADAMTS15 (170689),0.0
DUSP4 (1846),0.0
NFYB (4801),0.0
PDZD11 (51248),0.0
CLMP (79827),0.0
MLANA (2315),0.0
DUSP1 (1843),0.0
TMEM130 (222865),0.0
OGFRL1 (79627),0.0
CFL2 (1073),0.0
HECTD2 (143279),0.0
OCRL (4952),0.0
KIF27 (55582),0.0
CDKN1A (1026),0.0
GPX8 (493869),0.0
CCDC127 (133957),0.0
MEA1 (4201),0.0
ANKRD55 (79722),0.0
PAIP2B (400961),0.0
MATCAP2 (23366),0.0
NAGK (55577),0.0
BCAS4 (55653),0.0
PARD6B (84612),0.0
BMPER (168667),0.0
SLC29A4 (222962),0.0
USP49 (25862),0.0
FAM124B (79843),0.0
RAP2C (57826),0.0
OPTN (10133),0.0
RNF11 (26994),0.0
DCAF10 (79269),0.0
NOS3 (4846),0.0
FASTK (10922),0.0
DCSTAMP (81501),0.0
FREM1 (158326),0.0
FAM219A (203259),0.0
ACO1 (48),0.0
GLIPR2 (152007),0.0
RWDD3 (25950),0.0
KIAA1191 (57179),0.0
RNF228 (122319436),0.0
